Funding Agencies	Record Count	% of 94,965
Ocean Acidification Program Oap Of The National Oceanic And Atmosphere Administration Noaa	1	0.001
Ocean Alaska Science And Learning Center	1	0.001
Ocean Alliance	1	0.001
Ocean And Atmosphere Research Oar Climate Program Office Cpo Of The National Oceanic And Atmospheric Administration	1	0.001
Ocean And Atmosphere Research Project Of The Research Institute For Applied Mechanics Kyushu University Japan	1	0.001
Ocean And Climate Change Institute Of The Woods Hole Oceanographic Institution	1	0.001
Ocean And Climate Change Institute Of Whoi	1	0.001
Ocean And Climate Change Institute Of Woods Hole Oceanographic Institution	1	0.001
Ocean And Sea Ice Osi Satellite Application Facilities Safs	1	0.001
Ocean Biogeochemistry And Ecosystems Obe Group	1	0.001
Ocean Biology And Biogeochemistry Program Of The National Aeronautics And Space Administration	1	0.001
Ocean Biology Distributed Active Archive Center Ob Daac Data And Web Resources	1	0.001
Ocean Biology Processing Group Obpg At Nasa S Goddard Space Flight Center	1	0.001
Ocean Carbon And Biogeochemistry Ocp Project Office	1	0.001
Ocean Certain	1	0.001
Ocean Choice International Industry Research Chair Program At The Marine Institute Of Memorial University Of Newfoundland	1	0.001
Ocean Climate Change Analysis Projections Adaptation Occapa Ministry Of Oceans And Fisheries Korea	1	0.001
Ocean Climate Change Institute	1	0.001
Ocean Climate Change Institute At Whoi	1	0.001
Ocean Climate Monitoring Program Of The Department Of Fisheries And Oceans Canada	1	0.001
Ocean Climate Observation Oco Program	1	0.001
Ocean Colour Climate Change Initiative Of The European Space Agency	1	0.001
Ocean Ecosystems Programme At British Antarctic Survey	1	0.001
Ocean Engineering And Equipment Project Independent Research And Development On Oilfield Production Equipment Tlp Under 500 Meters	1	0.001
Ocean Engineering And Equipment Project Independent Research And Development On Oilfield Production Equipment Tlp Under 500 Meters Research On Internal Wave Forecast Methods And Monitor Systems	1	0.001
Ocean Engineering Institute Of Tianjin University	1	0.001
Ocean Exploration Trust	1	0.001
Ocean Facilities Exchange Programme	1	0.001
Ocean Flagship	1	0.001
Ocean Frontier Institute Canada First Research Excellence Fund	1	0.001
Ocean Frontier Institute From The Canada First Research Excellence Fund	1	0.001
Ocean Frontier Institute International Postdoctoral Fellowship Through Canada First Research Excellence Fund	1	0.001
Ocean Frontier Institute Of Dalhousie University Fisheries And Oceans Canada Surface Water And Ocean Topography Program	1	0.001
Ocean Frontier Institute Of Dalhousie University Fisheries And Oceans Canada Swot Program	1	0.001
Ocean Frontier Institute S Module O Theme Transforming Ocean Observations	1	0.001
Ocean Frontier Institute Through The Canada First Research Excellence Fund	1	0.001
Ocean Frontier Institute Via The Canada First Research Excellence Fund	1	0.001
Ocean Geographic Society	1	0.001
Ocean Leadership	1	0.001
Ocean Life Institute	1	0.001
Ocean Life Institute And Academic Programs Office Of The Woods Hole Oceanographic Institution	1	0.001
Ocean Life Institute At The Woods Hole Oceanographic Institution	1	0.001
Ocean Mapping University Of New Hampshire	1	0.001
Ocean Mixing And Monsoon Omm Program Of The Monsoon Mission Of India	1	0.001
Ocean Mixing And Monsoon Omm Programme Of The National Monsoon Mission Govt Of India	1	0.001
Ocean Mixing And Monsoon Omm Project Under The National Monsoon Mission Nmm Of The Government Of India	1	0.001
Ocean Mixing And Monsoon Program Of Asiri Omm Under National Monsoon Mission	1	0.001
Ocean Mixing And Monsoon Program Of The Indian Ministry Of Earth Sciences	1	0.001
Ocean Mixing Processes Omix Project Ministry Of Education Culture Sport Science And Technology	1	0.001
Ocean Model Development Panel	1	0.001
Ocean Networks Canada Facility	1	0.001
Ocean Networks Canada Onc	1	0.001
Ocean Observation And Monitoring Division Of Noaa	1	0.001
Ocean Observation And Monitoring Division Of The Climate Program Office Of Noaa	1	0.001
Ocean Observations And Monitoring Division And Atlantic Oceanographic And Meteorological Laboratory	1	0.001
Ocean Observations And Monitoring Division Of The Noaa Climate Program Office	1	0.001
Ocean Observatories Initiative Facility Board	1	0.001
Ocean Observing And Climate Group At The National Oceanography Centre Southampton	1	0.001
Ocean Observing And Climate Research Group At The National Oceanography Centre Southampton	1	0.001
Ocean Observing And Monitoring Division Climate Program O Ffi Ce	1	0.001
Ocean Observing And Monitoring Division Climate Program Office Noaa Doc	1	0.001
Ocean Observing And Monitoring Division Climate Program Office Of The National Oceanic And Atmospheric Administration U S Department Of Commerce	1	0.001
Ocean Observing And Monitoring Division Climate Programs Office Noaa Doc	1	0.001
Ocean Observing And Monitoring Division Noaa	1	0.001
Ocean Observing And Monitoring Division Of The National Oceanic And Atmospheric Administration S Climate Program Office Via The Northern Gulf Institute	1	0.001
Ocean Observing And Monitoring Division Of The National Oceanographic And Atmospheric Administration	1	0.001
Ocean Observing And Monitoring Division Oomd	1	0.001
Ocean Outlook Fellowship	1	0.001
Ocean Park Conservation Foundation Hong Kong Opcflik	1	0.001
Ocean Park Conservation Foundation Of Hong Kong	1	0.001
Ocean Policy Research Institute	1	0.001
Ocean Protection Council	1	0.001
Ocean Protection Council California Natural Resources Agency	1	0.001
Ocean Protection Program	1	0.001
Ocean Public Welfare Scientific Research Project Of China	1	0.001
Ocean Public Welfare Scientific Research Project Of State Oceanic Administration	1	0.001
Ocean Public Welfare Scientific Research Project Soa Of China	1	0.001
Ocean Reef Coupling In The Andaman Sea Orcas	1	0.001
Ocean Remote Sensing Ors Program Of The Noaa Nesdis Center For Satellite Applications And Research Star	1	0.001
Ocean Renewable Energy Special Fund Project Of State Oceanic Administration	1	0.001
Ocean Renewable Energy Special Fund Project Of State Oceanic Administration Of China	1	0.001
Ocean Research Institute University Of Tokyo	1	0.001
Ocean Revolution	1	0.001
Ocean Salinity Satellite Mission Of China And Oceanic Application With High Resolution Satellites Of China	1	0.001
Ocean Sanctuary Alliance	1	0.001
Ocean Science Division Of Vm Oceanica	1	0.001
Ocean Science Group	1	0.001
Ocean Sciences	1	0.001
Ocean Sciences Center At Memorial University Of Newfoundland	1	0.001
Ocean Sciences Department University Of California Santa Cruz	1	0.001
Ocean Sciences Division Of The U S National Science Foundation	1	0.001
Ocean Sciences Oce	1	0.001
Ocean Special Funds For Scientific Research On Public Causes	1	0.001
Ocean Spray Cranberries Inc	1	0.001
Ocean Strategic Pilot Project Of Chinese Academy Of Sciences	1	0.001
Ocean Surface Boundary Layer Osmosis Project	1	0.001
Ocean Surface Mixing Ocean Sub Mesoscale Interaction Study Osmosis Nerc	1	0.001
Ocean Surface Topography Mission	1	0.001
Ocean Surface Topography Mission Ostm Projects	1	0.001
Ocean Surface Topography Ost Science Team	1	0.001
Ocean Surface Topography Program Of The National Aeronautics And Space Administration	1	0.001
Ocean Surface Topography Science Team Ost St	1	0.001
Ocean Surface Topography Science Team Ostst Foam Project	1	0.001
Ocean Surface Topography Science Team Program	1	0.001
Ocean Surface Topography Science Team Through Nasa	1	0.001
Ocean Surveying Application Of Satellite From Ministry Of Natural Resources	1	0.001
Ocean Take Up From Sentinel 3 Lotus	1	0.001
Ocean Tracking Network Otn Canada Through A Strategic Network Grant From Natural Sciences And Engineering Research Council Of Canada Nserc	1	0.001
Ocean University Of China Woods Hole Oceanographic Institution Cooperative Research Initiative	1	0.001
Ocean Vector Winds Science Teams	1	0.001
Ocean Venture Fund	1	0.001
Ocean Ventures Fund From Whoi	1	0.001
Ocean Voyages Institute	1	0.001
Ocean Welfare Scientific Research Project Of The State Oceanic Administration China	1	0.001
Oceana	1	0.001
Oceana Expedition Portugal	1	0.001
Oceanario De Lisboa	1	0.001
Oceancare	1	0.001
Oceancolor Web Via The Oceancolor Web Forum	1	0.001
Oceanera Net Cofund Resourcecode Project	1	0.001
Oceaneranet Joint Call	1	0.001
Oceanet	1	0.001
Oceanet Project Of The Wgl Leibniz Association	1	0.001
Oceanext Contract	1	0.001
Oceanflux Greenhouse Gases Evolution European Space Agency Esrin Contract	1	0.001
Oceanheat Project	1	0.001
Oceanic Administration Of Guangxi	1	0.001
Oceanic And Atmospheric Administration Coastal Ocean Program	1	0.001
Oceanic And Atmospheric Sciences At Oregon State University	1	0.001
Oceanic Common Project	1	0.001
Oceanic Conservation Organization	1	0.001
Oceanic Control Of Monsoon Intra Seasonal Oscillations In The Tropical Indian Ocean	1	0.001
Oceanic Environment Dynamics And Numerical Model Development Of The National Natural Science Fund Of China	1	0.001
Oceanic Fisheries Programme Of The Secretariat Of The Pacific Community	1	0.001
Oceanic Observatory Of Madeira Feder Project	1	0.001
Oceanic Observatory Of Madeira Project Observatorio Oceanico Da Madeira Oom	1	0.001
Oceanic Observatory Of Madeira Project Portugal Observatorio Oceanico Da Madeira Oom	1	0.001
Oceanic Platform Of Canarias Plocan	1	0.001
Oceanic Research Project	1	0.001
Oceanic Sciences Division	1	0.001
Oceanic Telemetry Engineering And Technology Research Center State Oceanic Administration	1	0.001
Oceanicos At The National University Of Colombia	1	0.001
Oceanicos Universidad Nacional De Colombia Sede Medellin	1	0.001
Oceanobs Research Coordination Network	1	0.001
Oceanographic Center Fishing Tournament Scholarship Fund	1	0.001
Oceanographic Field Services	1	0.001
Oceanographic Institute Of The Ecuadorian Navy	1	0.001
Oceanographic Institute Of The Ecuadorian Navy Inocar	1	0.001
Oceanographic Modeling And Observation Network A Brazilian Initiative On Operational Oceanography	1	0.001
Oceanographic Modelling And Observation Research Network Remo	1	0.001
Oceanographic Research Vessel Sharing Plan Of National Natural Science Foundation Of China	1	0.001
Oceanography And Applied Geophysics Ogs	1	0.001
Oceanography At Uri	1	0.001
Oceanography Department Diponegoro University	1	0.001
Oceanography Department Of The University Of Cape Town Uct	1	0.001
Oceanography Institute	1	0.001
Oceanography Program Of The National Science Foundation	1	0.001
Oceanology Department Of Cicese Centro De Investigacion Cientifica Y De Educacion Superior De Ensenada Baja California	1	0.001
Oceanomics	1	0.001
Oceans 5	1	0.001
Oceans 5 Foundation	1	0.001
Oceans And Coastal Research Branch Of The South African Department Of Environmental Affairs Dea	1	0.001
Oceans And Human Health Center At The University Of Miami Rosenstiel School Under The Nsf	1	0.001
Oceans And Human Health Initiative	1	0.001
Oceans By Disney	1	0.001
Oceans Canada Through Aquaculture Coordinated Research And Development Program	1	0.001
Oceans Coasts Research Branch Of The Deff	1	0.001
Oceans Coasts Research Branch Of The South African Department Of Environment Foresty And Fisheries Deff	1	0.001
Oceans Coasts Research Branch Of The South African Department Of Environmental Affairs Dea	1	0.001
Oceans Coasts Research Branch Of The South African Department Of Forestry Fisheries And The Environment Dffe	1	0.001
Oceans Flagship	1	0.001
Oceans Flagship And The Australian Climate Change Science Program Accsp	1	0.001
Oceans Flagship Programme	1	0.001
Oceans Melting Greenland Mission	1	0.001
Oceans Obi Grant	1	0.001
Oceans Physical Resources Copr Sediment Processes Project	1	0.001
Oceans Program	1	0.001
Oceans Protection Plan	1	0.001
Oceans Research	1	0.001
Oceansat Ii Utilization Project	1	0.001
Oceanus Project European Space Agency Esa Under The Esa Living Planet Fellowship Program	1	0.001
Oceanwatch	1	0.001
Oceanweather Inc	1	0.001
Ocearch	1	0.001
Oco 2 Project	1	0.001
Ocp	1	0.001
Ocp Ethiopia	1	0.001
Octave Development Community	1	0.001
Odcers	1	0.001
Oden Institute Csem Fellowship	1	0.001
Odu S Climate Change And Sea Level Rise Initiative Ccslri	1	0.001
Odu S Department Of Ocean Earth And Atmospheric Sciences Oeas	1	0.001
Odyssea Project	1	0.001
Oeav Patenschaftsfonds Nationalpark Hohe Tauern	1	0.001
Oecd Co Operative Research Programme Fellowship	1	0.001
Oecd Cooperative Research Programme Fellowship	1	0.001
Oeh	1	0.001
Oeschger Centre For Climate Change Research Of The University Of Bern	1	0.001
Oeschger Centre For Climate Change Research University Of Bern	1	0.001
Oesterreichische Nationalbank Anniversary Fund	1	0.001
Ofb	1	0.001
Office At The University Of Cape Town	1	0.001
Office De L Eau	1	0.001
Office De L Eau De La Guyane Oeg	1	0.001
Office De L Eau De La Reunion	1	0.001
Office De L Environnement De La Corse Ucpp	1	0.001
Office For Developing Future Research Leaders L Station Hokkaido University	1	0.001
Office For Research Of Griffith University	1	0.001
Office For Undergraduate Research At The University Of North Carolina At Chapel Hill Through A Summer Undergraduate Research Fellowship Surf	1	0.001
Office Francais De La Biodiversite	1	0.001
Office Francais De La Biodiversite Ofb	1	0.001
Office National D Etude Et De Recherche Aerospatiale Onera	1	0.001
Office National De L Eau Et Des Milieux Aquatiques Onema	1	0.001
Office National Des Forets Onf	1	0.001
Office Of Advanced Scientific Computing Research In Doe Os	1	0.001
Office Of Advanced Scientific Computing Research In The Doe Office Of Science	1	0.001
Office Of Alaska State Seismologist	1	0.001
Office Of Applied Scientific Computing Research Ascr Of The U S Department Of Energy	1	0.001
Office Of Arid Lands Studies	1	0.001
Office Of Biological And Environmental Research Ber Of The U S Department Of Energy	1	0.001
Office Of Biological And Environmental Research Of The U S Department Of Energy As Part Of The Earth System Modeling Program Via The Fast Physics System Testbed And Research Faster Project	1	0.001
Office Of Biological And Environmental Research Usa Scientific Discovery Through Advanced Computing Scidac Usa Program	1	0.001
Office Of Biological And Environmental Research Within The Us Department Of Energy S Office Of Science	1	0.001
Office Of Climate Change Adaptation In Quang Nam Province Vietnam	1	0.001
Office Of Critical Infrastructure Protection And Emergency Preparedness Canada Ocipep	1	0.001
Office Of Critical Infrastructure Protection And Emergency Preparedness Ocipep	1	0.001
Office Of Dalian Science Technology	1	0.001
Office Of Energy R D Perd	1	0.001
Office Of Energy Research And Development	1	0.001
Office Of Energy Research And Development Oerd Program	1	0.001
Office Of Energy Research And Development Oerd Programs	1	0.001
Office Of Energy Research And Development Of Canada	1	0.001
Office Of Environment And Heritage Collaborative Research Program For Modelling Of Hydrology And Climate Change Impacts In The Macquarie Marshes	1	0.001
Office Of Environment And Heritage New South Wales	1	0.001
Office Of Environment And Heritage Oeh Nsw	1	0.001
Office Of Experimental Program To Stimulate Competitive Research	1	0.001
Office Of Fellowships	1	0.001
Office Of Geotechnical Engineering Of The Ohio Department Of Transportation	1	0.001
Office Of Global Programs	1	0.001
Office Of Graduate Studies And Research Ogsr	1	0.001
Office Of International Programs	1	0.001
Office Of International Science And Engineering Oise	1	0.001
Office Of Ioc Westpac In Bangkok Thailand	1	0.001
Office Of Land Surveys Within Caltrans	1	0.001
Office Of National Higher Education Science Research And Innovation Policy Council	1	0.001
Office Of National Higher Education Science Research And Innovation Policy Council Nxpo Program Management Unit For Human Resources Institutional Development Research And Innovation Thailand	1	0.001
Office Of Naval Reseach	1	0.001
Office Of Naval Research And Bp The Gulf Of Mexico Research Initiative	1	0.001
Office Of Naval Research And Commander Naval Meteorology And Oceanography Command	1	0.001
Office Of Naval Research And National Science Foundation	1	0.001
Office Of Naval Research And National Science Foundation Under The Multidisciplinary University Research Initiative Muri On Dynamical Systems Theory Ocean 3D 1 Grant	1	0.001
Office Of Naval Research And Office Of Science Ber	1	0.001
Office Of Naval Research And The Office Of Polar Programs Nsf	1	0.001
Office Of Naval Research Arctic And Global Prediction Department	1	0.001
Office Of Naval Research Arctic And Global Prediction Program	1	0.001
Office Of Naval Research As Components Of Iwise	1	0.001
Office Of Naval Research As Part Of Amultiscale Approach For Assessing Predictability Of Asw Environment	1	0.001
Office Of Naval Research As Part Of The Naval Research Laboratory S Basic Research Project Slope To Shelf Energetics And Exchange Dynamics Seed	1	0.001
Office Of Naval Research As Part Of The Origins Of Kuroshio And Mindanao Current Okmc	1	0.001
Office Of Naval Research As Part Of The Origins Of Kuroshio And Mindanao Current Okmc Project	1	0.001
Office Of Naval Research As Part Of The Origins Of Kuroshio And Mindanao Current Okmc Project Through Flow Encountering Abrupt Topography Fleat Project	1	0.001
Office Of Naval Research As Part Of The Stratified Ocean Dynamics Of The Arctic Soda Research Project	1	0.001
Office Of Naval Research At The University Of Massachusetts At Dartmouth	1	0.001
Office Of Naval Research Basic Research Challenge Brc Couplings Ocean To Space Or Ionospheric Drivers From Below	1	0.001
Office Of Naval Research Calypsodepartmental Research Initiative	1	0.001
Office Of Naval Research Coastal Geoscience Program	1	0.001
Office Of Naval Research Code 322	1	0.001
Office Of Naval Research Departmental Research Initiative Origins Of The Kuroshio And Mindanao Currents Grants	1	0.001
Office Of Naval Research Flow Encountering Abrupt Topography Defense Research Initiative	1	0.001
Office Of Naval Research For Muri Ocean 3D 1	1	0.001
Office Of Naval Research For Muri Ocean 3D11	1	0.001
Office Of Naval Research For Tag Development	1	0.001
Office Of Naval Research Global Nicop Program	1	0.001
Office Of Naval Research Global Under The Department Of The Navy Grant	1	0.001
Office Of Naval Research Graduate Traineeship	1	0.001
Office Of Naval Research Grant Office Of Naval Research Multidisciplinary University Research Initiative Onr Muri	1	0.001
