Funding Agencies	Record Count	% of 8,505
Sanya And Cas Cooperation Project	1	0.012
Sar Formation Flying Project Australian Space Research Program Asrp	1	0.012
Saral Altika Utilization Project By Isro	1	0.012
Sasagawa Scientific Research	1	0.012
Sasagawa Scientific Research Grant	1	0.012
Satellite Geodesy And Geodynamics Systems Group At Nasa Jet Propulsion Laboratory	1	0.012
Satellite Remote Sensing On Set Antarctic Ocean Research Star Project Kopri	1	0.012
Satellite Surveying And Mapping Application Funds	1	0.012
Satreps Science And Technology Research Partnership For Sustainable Development Project Establishment Of Environmental Conservation Platform Of Tonle Sap Lake	1	0.012
Sc Seagrant	1	0.012
Scandinavian Studies Fund	1	0.012
Scanex Group	1	0.012
Schmidt Ocean Institute	1	0.012
Scholarship Program For Research And Innovation In Science And Technologies Riset Pro From The Ministry Of Research Technology And Higher Education Of The Republic Of Indonesia	1	0.012
School Of Environmental Sciences University Of East Anglia	1	0.012
School Of Forestry And Wildlife Sciences At Auburn University	1	0.012
Science And Engineering Group S Eg Foundation At The Applied Physical Laboratory Apl Of The University Of Washington Uw	1	0.012
Science And Engineering Research Board Serb Department Of Science And Technology Dst Government Of India	1	0.012
Science And Engineering Research Board Serb Government Of India	1	0.012
Science And Engineering Research Board Serb Of Department Of Science And Technology Dst Government Of India	1	0.012
Science And Technology Development Fund Macau Sar	1	0.012
Science And Technology Development Fund Of Macau	1	0.012
Science And Technology Development Fund Stdf	1	0.012
Science And Technology Innovation Action Plan Of Shanghai	1	0.012
Science And Technology Program Of Qingdao	1	0.012
Science And Technology Project Of National Administration Of Surveying Mapping And Geo Information Of China	1	0.012
Science And Technology Project Of Zhoushan City China	1	0.012
Science Astrophysics Nasa	1	0.012
Science Fund For Creative Research Groups	1	0.012
Science Technology And Innovation Commission Of Shenzhen Municipality	1	0.012
Science Technology Basic Resources Investigation Program Of China Investigation On Snow Characteristics And Their Distribution In China	1	0.012
Scientific And Technological Innovation Team Of Universities In Henan Province	1	0.012
Scientific And Technological Projects Of Henan Province	1	0.012
Scientific Committee On Antarctic Research Scar	1	0.012
Scientific Committee On Oceanic Research Scor Working Group National Scor Committees	1	0.012
Scientific Program Of Guangzhou University	1	0.012
Scientific Research Foundation For Advanced Talents Of Nanyang Normal University	1	0.012
Scientific Research Foundation Of Shandong University Of Science And Technology For Recruited Talents	1	0.012
Scientific Research Foundation Of Third Institude Of Oceanography Ministry Of Nature Resources	1	0.012
Scientific Research Foundation Of Third Institute Of Oceanography Mnr	1	0.012
Scientific Research Fund For Young Teachers	1	0.012
Scientific Research Fund Of The State Key Laboratory Of Satellite Ocean Environment Dynamics Sio	1	0.012
Scientific Research General Program Of Beijing Municipal Commission Of Education	1	0.012
Scientific Research Project Of Chinese Academy Of Sciences	1	0.012
Scientific Research Project Of Liaoning Province Department Of Education	1	0.012
Scientific Research Satellite Engineering Of Civil Space Infrastructure Project	1	0.012
Scope Of The Sea Level Project Of The Climate Change Initiative Cci	1	0.012
Scripps Institution Of Oceanography Postdoctoral Program	1	0.012
Scripps Postdoctoral Fellowship	1	0.012
Scripps Postdoctoral Scholar Award	1	0.012
Sdust Graduates Innovation Fund	1	0.012
Sdust Postgraduate Science And Technology Innovation Fund	1	0.012
Sea Ice In The Arctic Ocean Technology And Systems Of Agreements	1	0.012
Sea Level Climate Change Initiative	1	0.012
Sea Level Thematic Assembly Center Sl Tac Of The Copernicus Marine And Environment Monitoring Service Cmems	1	0.012
Sea Level Thematic Assembly Center Sltac Of The Copernicus Marine And Environment Monitoring Service Cmems	1	0.012
Sea Mammal Research Unit Instrumentation Group Of The University Of St Andrews	1	0.012
Seacoos	1	0.012
Seaquest Ue Fp7 People	1	0.012
Sebastian Checkpoints Lot 3 Baltic Project	1	0.012
Second Institute Of Oceanography	1	0.012
Second Institute Of Oceanography State Oceanic Administration	1	0.012
Second Tibetan Plateau Scientific Expedition And Research Program	1	0.012
Second Tibetan Plateau Scientific Expedition And Research Program Step	1	0.012
Second Tibetan Plateau Scientific Expedtion And Research Program Step	1	0.012
Secoora Ioos Program	1	0.012
Secretaria De Energia Consejo Nacional De Ciencia Y Tecnologia Grant As Part Of The Consorcio De Investigacion Del Golfo De Mexico	1	0.012
Section Earth And Life Sciences Alw Through Zko	1	0.012
Seed Fund For Jinqiao Project Of The Beijing Association For Science And Technology	1	0.012
Semear Agronomic Engineering Ltda	1	0.012
Sener Conacyt Consorcio De Investigacion Del Golfo De Mexico Cigom	1	0.012
Sensormap Geotecnologia	1	0.012
Sentinel 3 Mission Performance Centre	1	0.012
Sentinel North Program Of Universite Laval	1	0.012
Seo Birdlife	1	0.012
Serb Early Career Award	1	0.012
Serdp Award	1	0.012
Service Cooperation Et De L Action Culturelle Scac Of The French Embassy In Cameroon	1	0.012
Servicio De Hidrografia Naval	1	0.012
Servir Applied Sciences Team	1	0.012
Sesame	1	0.012
Sesame Project	1	0.012
Shaanxi Key Laboratory Of Land Consolidation Open Fund Program	1	0.012
Shackleton Fund	1	0.012
Shandong Natural Science Foundation Youth Fund Project Of China	1	0.012
Shandong Provincial Key Laboratory Of Water And Soil Conservation And Environmental Protection	1	0.012
Shandong Provincial Key Research And Development Program Major Scientific And Technological Innovation Project	1	0.012
Shandong Provincial Key Research And Development Program Spkrdp	1	0.012
Shandong Provincial Natural Science Foundation Project	1	0.012
Shanghai Astronomical Observatory Chinese Academy Of Sciences	1	0.012
Shanghai Education Development Foundation	1	0.012
Shanghai Government	1	0.012
Shanghai Leading Talent Project	1	0.012
Shanghai Sailing Program	1	0.012
Shanghai Shuguang Plan Project	1	0.012
Shell Research Ltd	1	0.012
Shenzhen Government	1	0.012
Shenzhen Government Fund	1	0.012
Shenzhen Investment Holdings Company Limited	1	0.012
Shenzhen Science And Technology Plan Project Of China	1	0.012
Shirshov Institute Of Oceanography	1	0.012
Shom Service Hydrographique Et Oceanographique De La Marine	1	0.012
Short Term Scientific Mission Stsm Grant From Cost Action	1	0.012
Shuguang Program	1	0.012
Shuguang Program Shanghai Education Development Foundation	1	0.012
Siani Research Institute	1	0.012
Sigma Program Geo Dynamics Research System Mt Aconcagua	1	0.012
Sigma Xi Research Society	1	0.012
Simion Mehedinti Doctoral School University Of Bucharest	1	0.012
Singapore Delft Water Alliance Sdwa	1	0.012
Sino Australian Research Consortium For Coastal Management Sarccm	1	0.012
Sino German Center For Research Promotion Cdz Project	1	0.012
Sino German Cooperation In Ocean And Polar Research Megacity S Fingerprint In Chinese Marginal Seas Pollutant Fingerprints And Dispersal Transformation Megapol	1	0.012
Sino Norway Collaborative Stressor Project Natural Science Foundation Of China	1	0.012
Sintef Ocean Dept Of Fisheries And New Biomarine Industry	1	0.012
Skim Mission Science Study Project Skim Scisoc	1	0.012
Skim Mprc	1	0.012
Skim Pe	1	0.012
Sklged Foundation	1	0.012
Skoll Global Threats Fund	1	0.012
Slub Tu Dresden	1	0.012
Smac Project Capes Cofecub	1	0.012
Small Grants Scheme Project Effects Of Climate Changes On Biodiversity In The Coastal Shelves Of The Baltic Sea Eea Grant	1	0.012
Small Grants Scheme Project Effects Of Climate Changes On Biodiversity In The Coastal Shelves Of The Baltic Sea European Economic Area Eea	1	0.012
Sno Memo	1	0.012
Snu Yonsei Research Cooperation Program Through Seoul National University	1	0.012
Snu Yonsei Research Cooperation Program Through Seoul National University Snu	1	0.012
Soa Global Change Air Sea Interaction Project	1	0.012
Soa Key Laboratory For Polar Science	1	0.012
Social Science Research Council	1	0.012
Socib	1	0.012
Sociedad Mexicana De Mastozoologia Marina Somemma	1	0.012
Soclis So269	1	0.012
Soed Young Ocean Star Scholar	1	0.012
South Africa Norway Research Co Operation On Climate Change	1	0.012
South African Department Of Environmental Affairs Dea	1	0.012
South African Environmental Observation Network Saeon Egagasini Node	1	0.012
South African Environmental Observations Network Saeon	1	0.012
South African National Antarctic Program Sanap	1	0.012
South African National Oceans And Coasts Information Management System Ocims	1	0.012
South African National Research Fund Dst Nrf Pdp Professional Development Grant	1	0.012
South African National Research Fund Kic Award	1	0.012
South African National Research Fund Nrf	1	0.012
South African Research Chairs Initiative Of The Department Of Science And Technology	1	0.012
South African Water Research Commission	1	0.012
South Atlantic Meridional Overturning Circulation	1	0.012
South Atlantic Meridional Overturning Circulation Samoc Group	1	0.012
South Carolina Space	1	0.012
South Korea Ministry Of Environment	1	0.012
Southern Marine Science And Engineering Guangdong Laboratory Guangzhou Fund	1	0.012
Southern Ocean Carbon And Climate Observations And Modeling Project	1	0.012
Southern Ocean Carbon And Climate Observations And Modeling Project Under National Science Foundation	1	0.012
Southern Ocean Dynamics Environmental Satellite Remote Sensing Monitoring And Application Research Team Project	1	0.012
Southwest Research Institute R	1	0.012
Space Application Centre Ahmadabad	1	0.012
Space Application Centre Ahmedabad	1	0.012
Space Application Centre Sac Indian Space Research Organisation Isro	1	0.012
Space Application Programme Asap Of The Austrian Ministry Of Traffic Innovation And Technology Bmvit	1	0.012
Space Applications Centre Isro India	1	0.012
Space Applications Centre Sac Ahmedabad Isro Through Saral Altika Utilisation Project	1	0.012
Space Core Technology Development Program From The Korean Ministry Of Education Science And Technology Mest	1	0.012
Space Core Technology Development Program Of The National Research Foundation Of Korea	1	0.012
Space Core Technology Development Program Through The National Research Foundation Of Korea Nrf Ministry Of Science And Ict	1	0.012
Space Core Technology Development Program Through The Nrf	1	0.012
Space Research Institute Of The Science Academy Of Kazakhstan	1	0.012
Space Technology Research Program Of The Canadian Space Agency	1	0.012
Spanish Agenda Estatal De Meteorologia	1	0.012
Spanish Education Ministry Micinn	1	0.012
Spanish Government Jae Doc Grant Csic Fse	1	0.012
Spanish Government Micinn Feder	1	0.012
Spanish Government Through Project Tic Moc	1	0.012
Spanish Government Through Project Va De Retro	1	0.012
Spanish Government Through The Severo Ochoa Centre Of Excellence Accreditation	1	0.012
Spanish Institute Of Oceanography Teo And Puertos Del Estado	1	0.012
Spanish Marine Science And Technology	1	0.012
Spanish Mec Through The Fpi Grant Program	1	0.012
Spanish Meteorological Agency Aemet	1	0.012
Spanish Ministerio De Economia Y Competitividad And Feder	1	0.012
Spanish Ministry Mamrm	1	0.012
Spanish Ministry Mf	1	0.012
Spanish Ministry Of Economy And Competitiveness Mineco	1	0.012
Spanish Ministry Of Economy And Competitiveness National Plan For Scientific And Technical Research And Innovation	1	0.012
Spanish Ministry Of Economy And Competitiveness Through Bocats Project Fondo Europeo De Desarrollo Regional Feder	1	0.012
Spanish Ministry Of Economy And Competitiveness Through Catarina Project Fondo Europeo De Desarrollo Regional Feder	1	0.012
Spanish Ministry Of Science And Innovation National R Di Plan Estibb	1	0.012
Spanish Ministry Of Science Innovation And Universities Through Spot	1	0.012
Spanish Ministry Of The Economy And Competitiveness Mineco Under Basque Government Elkartek Call Icermar I	1	0.012
Spanish Ministry Of The Economy And Competitiveness Mineco Under Mineco	1	0.012
Spanish Ministry Of The Economy And Competitiveness Mineco Under Upv Ehu	1	0.012
Spanish National Plan Projects	1	0.012
Spanish National R And D Project In Space Research Ministerio De Ciencia Y Tecnologia	1	0.012
Spanish National R D I Program	1	0.012
Spanish National Research Project Aplicaciones Avanzadas En Radio Ocultaciones Y Dispersometria Utilizando Senales Gnss Y Otras Senales De Oportunidad	1	0.012
Spanish Project Circulation And Transport Processes In The Estuaries Of The Goc Current Situation And Projections Of Future Climate Change Scenarios Truco	1	0.012
Spanish Project Circulation And Transport Processes In The Estuaries Of The Gulf Of Cadiz Current Situation And Projections Of Future Climate Change Scenarios Truco	1	0.012
Spanish R D Plan Under Project L Band	1	0.012
Spanish R D Plan Under Project Promises	1	0.012
Spanish Research Project Mineco Feder	1	0.012
Spanish Research Project Ministerio De Economia Industria Y Competitividad	1	0.012
Spanish Salvador De Madariaga Program	1	0.012
Spanish Secretaria General De Ciencia Tecnologia E Innovacion Under The Project Imar21	1	0.012
Spawar Project Altimeter Data Fusion Center Support	1	0.012
Spawar Systems Center Pacific Strategic Environmental Research And Development Program Serdp	1	0.012
Special Basic Research Fund For Central Public Research Institutes	1	0.012
Special Fund For Basic Scientific Research Of Central Colleges	1	0.012
Special Fund For Forest Scientific Research In The Public Welfare	1	0.012
